Artist,Last Updated,Region Name,Play Count,Unique Listeners
A-Team,1/16/2026 7:46:15 PM,KY,1,1
A*Teens,1/16/2026 7:46:15 PM,KY,2,2
Aterciopelados,1/16/2026 7:46:15 PM,KY,2,2
Athena Cage,1/16/2026 7:46:15 PM,KY,1,1
Athlete,1/16/2026 7:46:15 PM,KY,7,3
Ativin,1/16/2026 7:46:15 PM,KY,1,1
Atlantic Starr,1/16/2026 7:46:15 PM,KY,1,1
Atlas Sound,1/16/2026 7:46:15 PM,KY,7,3
Atman,1/16/2026 7:46:15 PM,KY,1,1
Atmosphere,1/16/2026 7:46:15 PM,KY,7,3
Atomic Kitten,1/16/2026 7:46:15 PM,KY,5,3
Atomic Swing,1/16/2026 7:46:15 PM,KY,1,1
Atomship,1/16/2026 7:46:15 PM,KY,1,1
Atreyu,1/16/2026 7:46:15 PM,KY,13,6
A Tribe Called Quest,1/16/2026 7:46:15 PM,KY,1,1
A Tribe Called Quest featuring Faith Evans,1/16/2026 7:46:15 PM,KY,1,1
Attack Attack,1/16/2026 7:46:15 PM,KY,1,1
Attack In Black,1/16/2026 7:46:15 PM,KY,1,1
Attaque 77,1/16/2026 7:46:15 PM,KY,1,1
Attention Deficit,1/16/2026 7:46:15 PM,KY,1,1
At The Drive-In,1/16/2026 7:46:15 PM,KY,4,3
Audio Adrenaline,1/16/2026 7:46:15 PM,KY,3,3
Audio Bullys,1/16/2026 7:46:15 PM,KY,1,1
Audio Bullys Featuring Nancy Sinatra,1/16/2026 7:46:15 PM,KY,4,2
Audioslave,1/16/2026 7:46:15 PM,KY,16,7
Augustana,1/16/2026 7:46:15 PM,KY,3,3
August Burns Red,1/16/2026 7:46:15 PM,KY,7,4
Au Pairs,1/16/2026 7:46:15 PM,KY,1,1
Au Revoir Simone,1/16/2026 7:46:15 PM,KY,4,3
Austin Collins,1/16/2026 7:46:15 PM,KY,1,1
Austrian Death Machine,1/16/2026 7:46:15 PM,KY,1,1
Avalon,1/16/2026 7:46:15 PM,KY,3,2
Avant,1/16/2026 7:46:15 PM,KY,6,3
Avantasia,1/16/2026 7:46:15 PM,KY,5,4
Avant / Nicole Scherzinger,1/16/2026 7:46:15 PM,KY,1,1
Avenged Sevenfold,1/16/2026 7:46:15 PM,KY,26,6
Aventura,1/16/2026 7:46:15 PM,KY,19,5
Aventura Feat. El Torito,1/16/2026 7:46:15 PM,KY,1,1
Average White Band,1/16/2026 7:46:15 PM,KY,1,1
Averse Sefira,1/16/2026 7:46:15 PM,KY,1,1
Avishai Cohen,1/16/2026 7:46:15 PM,KY,2,2
Avril Lavigne,1/16/2026 7:46:15 PM,KY,38,10
Axel Rudi Pell,1/16/2026 7:46:15 PM,KY,2,2
Axwell_ Ingrosso_ Angello_ Laidback Luke feat. Deborah Cox,1/16/2026 7:46:15 PM,KY,1,1
Axwell / Ingrosso / Angello / Laidback Luke Feat. Deborah Cox,1/16/2026 7:46:15 PM,KY,1,1
Ayabie,1/16/2026 7:46:15 PM,KY,3,2
Ayo,1/16/2026 7:46:15 PM,KY,5,3
Ayreon,1/16/2026 7:46:15 PM,KY,4,3
Ayria,1/16/2026 7:46:15 PM,KY,2,2
Ayub Ogada,1/16/2026 7:46:15 PM,KY,1,1
AZ,1/16/2026 7:46:15 PM,KY,2,2
Azul Violeta,1/16/2026 7:46:15 PM,KY,2,2
B21,1/16/2026 7:46:15 PM,KY,1,1
B5,1/16/2026 7:46:15 PM,KY,1,1
BÃÂ¶hse Onkelz,1/16/2026 7:46:15 PM,KY,1,1
BÃÂ©la Fleck,1/16/2026 7:46:15 PM,KY,2,2
BÃÂ©nabar,1/16/2026 7:46:15 PM,KY,1,1
Babasonicos,1/16/2026 7:46:15 PM,KY,2,2
Baby Bash,1/16/2026 7:46:15 PM,KY,2,2
Baby Bash / Akon,1/16/2026 7:46:15 PM,KY,1,1
Baby Bash / Butch Cassidy / Don Cisco / Nino Brown / Russell Lee / Mr. Kee,1/16/2026 7:46:15 PM,KY,1,1
Baby Bash featuring Keith Sweat,1/16/2026 7:46:15 PM,KY,1,1
Baby Bash / Grimm / Lucky Luciano,1/16/2026 7:46:15 PM,KY,1,1
Baby Calendar,1/16/2026 7:46:15 PM,KY,1,1
Babyface,1/16/2026 7:46:15 PM,KY,1,1
Babylon Circus,1/16/2026 7:46:15 PM,KY,4,2
Bachman-Turner Overdrive,1/16/2026 7:46:15 PM,KY,6,4
Bacilos,1/16/2026 7:46:15 PM,KY,16,6
Ba Cissoko,1/16/2026 7:46:15 PM,KY,1,1
Backstreet Boys,1/16/2026 7:46:15 PM,KY,7,4
Backyard Babies,1/16/2026 7:46:15 PM,KY,2,2
Bad Astronaut,1/16/2026 7:46:15 PM,KY,1,1
Bad Brains,1/16/2026 7:46:15 PM,KY,7,3
Bad Company,1/16/2026 7:46:15 PM,KY,10,6
Baden Powell,1/16/2026 7:46:15 PM,KY,1,1
Badly Drawn Boy,1/16/2026 7:46:15 PM,KY,4,4
Bad Manners,1/16/2026 7:46:15 PM,KY,2,1
Badmarsh & Shri,1/16/2026 7:46:15 PM,KY,1,1
Bad Religion,1/16/2026 7:46:15 PM,KY,12,5
Bag Raiders,1/16/2026 7:46:15 PM,KY,3,3
Bailter Space,1/16/2026 7:46:15 PM,KY,1,1
Bain Mattox,1/16/2026 7:46:15 PM,KY,1,1
Bajaga & Instruktori,1/16/2026 7:46:15 PM,KY,1,1
Baka Beyond,1/16/2026 7:46:15 PM,KY,1,1
Balkan Beat Box,1/16/2026 7:46:15 PM,KY,8,5
Bally Sagoo,1/16/2026 7:46:15 PM,KY,1,1
Bananarama,1/16/2026 7:46:15 PM,KY,7,4
Banaroo,1/16/2026 7:46:15 PM,KY,2,2
Banda Bassotti,1/16/2026 7:46:15 PM,KY,1,1
Banda Eva,1/16/2026 7:46:15 PM,KY,1,1
Band Aid,1/16/2026 7:46:15 PM,KY,1,1
Banda PequeÃÂ±os Musical,1/16/2026 7:46:15 PM,KY,1,1
Band Of Horses,1/16/2026 7:46:15 PM,KY,39,8
Band Of Skulls,1/16/2026 7:46:15 PM,KY,1,1
Band Of Susans,1/16/2026 7:46:15 PM,KY,1,1
Banghra,1/16/2026 7:46:15 PM,KY,1,1
Bang Tango,1/16/2026 7:46:15 PM,KY,2,2
Bap,1/16/2026 7:46:15 PM,KY,4,2
BarÃÂ£o Vermelho,1/16/2026 7:46:15 PM,KY,6,5
Baracuda,1/16/2026 7:46:15 PM,KY,1,1
Barbra Streisand,1/16/2026 7:46:15 PM,KY,1,1
Barbra Streisand;Judy Garland,1/16/2026 7:46:15 PM,KY,1,1
Barenaked Ladies,1/16/2026 7:46:15 PM,KY,1,1
Bargain Music,1/16/2026 7:46:15 PM,KY,1,1
Barleyjuice,1/16/2026 7:46:15 PM,KY,1,1
Barren Cross,1/16/2026 7:46:15 PM,KY,2,2
Barrett Strong,1/16/2026 7:46:15 PM,KY,1,1
Barricada,1/16/2026 7:46:15 PM,KY,3,2
Barrio Jazz Gang,1/16/2026 7:46:15 PM,KY,1,1
Barry Manilow,1/16/2026 7:46:15 PM,KY,3,2
Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,1/16/2026 7:46:15 PM,KY,85,9
Barry White,1/16/2026 7:46:15 PM,KY,7,4
Bart Peeters,1/16/2026 7:46:15 PM,KY,1,1
Base Ball Bear,1/16/2026 7:46:15 PM,KY,22,8
Basement Jaxx,1/16/2026 7:46:15 PM,KY,6,4
Basia Bulat,1/16/2026 7:46:15 PM,KY,2,2
Basia Bullit,1/16/2026 7:46:15 PM,KY,1,1
Basic Perspective,1/16/2026 7:46:15 PM,KY,1,1
Basic Vocab,1/16/2026 7:46:15 PM,KY,1,1
Bassholes,1/16/2026 7:46:15 PM,KY,1,1
Basshunter,1/16/2026 7:46:15 PM,KY,22,7
Basswood Dollies,1/16/2026 7:46:15 PM,KY,1,1
Bata Illic,1/16/2026 7:46:15 PM,KY,1,1
Bat For Lashes,1/16/2026 7:46:15 PM,KY,4,2
bathory,1/16/2026 7:46:15 PM,KY,2,1
Battle,1/16/2026 7:46:15 PM,KY,1,1
Battles,1/16/2026 7:46:15 PM,KY,4,4
Bauhaus,1/16/2026 7:46:15 PM,KY,3,3
Baustelle,1/16/2026 7:46:15 PM,KY,1,1
Bayside,1/16/2026 7:46:15 PM,KY,13,6
BB Brunes,1/16/2026 7:46:15 PM,KY,1,1
B.B.E.,1/16/2026 7:46:15 PM,KY,1,1
BBE,1/16/2026 7:46:15 PM,KY,1,1
B.B. King,1/16/2026 7:46:15 PM,KY,4,3
BBMak,1/16/2026 7:46:15 PM,KY,1,1
B-Complex,1/16/2026 7:46:15 PM,KY,3,2
Beach House,1/16/2026 7:46:15 PM,KY,15,5
Beastie Boys,1/16/2026 7:46:15 PM,KY,65,8
Beatfreakz,1/16/2026 7:46:15 PM,KY,1,1
Beats Antique,1/16/2026 7:46:15 PM,KY,2,2
Beatsteaks,1/16/2026 7:46:15 PM,KY,2,2
Bebe,1/16/2026 7:46:15 PM,KY,7,3
Bebe And Cece Winans,1/16/2026 7:46:15 PM,KY,1,1
Bebel Gilberto,1/16/2026 7:46:15 PM,KY,6,4
Bebo & Cigala,1/16/2026 7:46:15 PM,KY,2,2
Bebo Norman,1/16/2026 7:46:15 PM,KY,1,1
Be Bop Deluxe,1/16/2026 7:46:15 PM,KY,3,3
Becci,1/16/2026 7:46:15 PM,KY,1,1
Beck,1/16/2026 7:46:15 PM,KY,18,8
Bedlight For Blue Eyes,1/16/2026 7:46:15 PM,KY,3,3
Bedouin Soundclash,1/16/2026 7:46:15 PM,KY,5,4
Bedrock,1/16/2026 7:46:15 PM,KY,1,1
Bee Gees,1/16/2026 7:46:15 PM,KY,10,4
Beenie Man,1/16/2026 7:46:15 PM,KY,1,1
Beenie Man featuring Lady Saw & Sean Paul,1/16/2026 7:46:15 PM,KY,1,1
Beep Beep,1/16/2026 7:46:15 PM,KY,1,1
BEFORE THE DAWN,1/16/2026 7:46:15 PM,KY,1,1
Before Their Eyes,1/16/2026 7:46:15 PM,KY,1,1
Beginner,1/16/2026 7:46:15 PM,KY,2,1
Behemoth,1/16/2026 7:46:15 PM,KY,4,3
Beirut,1/16/2026 7:46:15 PM,KY,36,6
Bekay,1/16/2026 7:46:15 PM,KY,1,1
Bela Fleck And The Flecktones,1/16/2026 7:46:15 PM,KY,1,1
Belanova,1/16/2026 7:46:15 PM,KY,4,2
bel canto,1/16/2026 7:46:15 PM,KY,3,3
Bellamy Brothers,1/16/2026 7:46:15 PM,KY,1,1
Bell Biv DeVoe,1/16/2026 7:46:15 PM,KY,2,2
Belle and Sebastian,1/16/2026 7:46:15 PM,KY,9,6
Belleruche,1/16/2026 7:46:15 PM,KY,1,1
Belle & Sebastian,1/16/2026 7:46:15 PM,KY,12,5
Bellini,1/16/2026 7:46:15 PM,KY,1,1
Bell X1,1/16/2026 7:46:15 PM,KY,1,1
Belouis Some,1/16/2026 7:46:15 PM,KY,1,1
Belphegor,1/16/2026 7:46:15 PM,KY,2,2
Belvedere,1/16/2026 7:46:15 PM,KY,1,1
Benabar,1/16/2026 7:46:15 PM,KY,1,1
Benassi Bros.,1/16/2026 7:46:15 PM,KY,2,1
Beneath the Massacre,1/16/2026 7:46:15 PM,KY,1,1
Ben E. King,1/16/2026 7:46:15 PM,KY,1,1
Ben Folds,1/16/2026 7:46:15 PM,KY,10,4
Ben Folds Five,1/16/2026 7:46:15 PM,KY,10,6
Benga,1/16/2026 7:46:15 PM,KY,1,1
Ben Harper,1/16/2026 7:46:15 PM,KY,1,1
Benighted,1/16/2026 7:46:15 PM,KY,1,1
Benjamin Gibbard,1/16/2026 7:46:15 PM,KY,2,2
Benjy Ferree,1/16/2026 7:46:15 PM,KY,2,2
Ben Knox Miller / The Low Anthem / Jeffery Prystowsky / Jocie Adams,1/16/2026 7:46:15 PM,KY,1,1
Ben Kweller,1/16/2026 7:46:15 PM,KY,5,5
Ben Lee,1/16/2026 7:46:15 PM,KY,1,1
Ben Moody feat. Anastacia,1/16/2026 7:46:15 PM,KY,1,1
Benny Benassi,1/16/2026 7:46:15 PM,KY,2,2
Benny Benassi Presents The Biz,1/16/2026 7:46:15 PM,KY,6,5
Benny Neyman,1/16/2026 7:46:15 PM,KY,1,1
Ben's Brother,1/16/2026 7:46:15 PM,KY,1,1
Ben Thornewill,1/16/2026 7:46:15 PM,KY,1,1
Bentley Rhythm Ace,1/16/2026 7:46:15 PM,KY,2,2
Beres Hammond,1/16/2026 7:46:15 PM,KY,3,2
Berlin Symphony Orchestra,1/16/2026 7:46:15 PM,KY,1,1
Bernadette Peters,1/16/2026 7:46:15 PM,KY,1,1
Bernard Fanning,1/16/2026 7:46:15 PM,KY,3,3
Bersuit Vergarabat,1/16/2026 7:46:15 PM,KY,14,6
Bertie Higgins,1/16/2026 7:46:15 PM,KY,1,1
Bertine Zetlitz,1/16/2026 7:46:15 PM,KY,1,1
Bertrand Betsch,1/16/2026 7:46:15 PM,KY,1,1
Bertrand Burgalat,1/16/2026 7:46:15 PM,KY,1,1
Bethany Dillon,1/16/2026 7:46:15 PM,KY,2,1
Beth Carvalho,1/16/2026 7:46:15 PM,KY,1,1
Beth Gibbons / Rustin Man,1/16/2026 7:46:15 PM,KY,1,1
Beth Hart,1/16/2026 7:46:15 PM,KY,2,2
Beth Orton,1/16/2026 7:46:15 PM,KY,1,1
Beto Cuevas,1/16/2026 7:46:15 PM,KY,1,1
Betty Carter,1/16/2026 7:46:15 PM,KY,2,2
Bettye Lavette,1/16/2026 7:46:15 PM,KY,2,2
Betty Harris,1/16/2026 7:46:15 PM,KY,1,1
Betty Wright,1/16/2026 7:46:15 PM,KY,1,1
Between The Buried And Me,1/16/2026 7:46:15 PM,KY,6,4
Between The Trees,1/16/2026 7:46:15 PM,KY,1,1
Beverley Craven,1/16/2026 7:46:15 PM,KY,1,1
BeyoncÃÂ©,1/16/2026 7:46:15 PM,KY,61,8
BeyoncÃÂ© and Alejandro FernÃÂ¡ndez,1/16/2026 7:46:15 PM,KY,2,2
BeyoncÃÂ© feat. Jay-Z,1/16/2026 7:46:15 PM,KY,3,3
BeyoncÃÂ© feat. Slim Thug,1/16/2026 7:46:15 PM,KY,4,4
Beyonce & Shakira,1/16/2026 7:46:15 PM,KY,2,1
Beyond Twilight,1/16/2026 7:46:15 PM,KY,1,1
Bezerra Da Silva,1/16/2026 7:46:15 PM,KY,2,2
Bicycle Thief,1/16/2026 7:46:15 PM,KY,1,1
Biffy Clyro,1/16/2026 7:46:15 PM,KY,6,3
Big B,1/16/2026 7:46:15 PM,KY,3,1
Big Bad Voodoo Daddy,1/16/2026 7:46:15 PM,KY,3,3
Bigbang,1/16/2026 7:46:15 PM,KY,1,1
Big Bang,1/16/2026 7:46:15 PM,KY,1,1
Big Bopper,1/16/2026 7:46:15 PM,KY,4,3
Big Country,1/16/2026 7:46:15 PM,KY,2,2
Big Daddy Weave,1/16/2026 7:46:15 PM,KY,4,2
Big D and The Kids Table,1/16/2026 7:46:15 PM,KY,1,1
Big Drill Car,1/16/2026 7:46:15 PM,KY,1,1
Big Head Todd and The Monsters,1/16/2026 7:46:15 PM,KY,1,1
Big Kuntry King,1/16/2026 7:46:15 PM,KY,1,1
Big L,1/16/2026 7:46:15 PM,KY,1,1
Big L / Sadat X / Guru,1/16/2026 7:46:15 PM,KY,1,1
Big Moe,1/16/2026 7:46:15 PM,KY,2,2
Big Mountain,1/16/2026 7:46:15 PM,KY,1,1
Big Punisher featuring Fat Joe,1/16/2026 7:46:15 PM,KY,1,1
Big & Rich,1/16/2026 7:46:15 PM,KY,5,4
Big & Rich (With Gretchen Wilson And Cowboy Troy),1/16/2026 7:46:15 PM,KY,1,1
Big Shug,1/16/2026 7:46:15 PM,KY,4,2
Big Star,1/16/2026 7:46:15 PM,KY,2,2
Big Tymers,1/16/2026 7:46:15 PM,KY,1,1
Big Tymers / Gotti / TQ / Mikkey,1/16/2026 7:46:15 PM,KY,1,1
Big Tymers / Mikkey / Joi,1/16/2026 7:46:15 PM,KY,1,1
Big Tymers / Tateeze / Boo And Gotti,1/16/2026 7:46:15 PM,KY,1,1
Big Tymers / TQ / Barewolf,1/16/2026 7:46:15 PM,KY,1,1
Big Wreck,1/16/2026 7:46:15 PM,KY,2,2
Bijelo Dugme,1/16/2026 7:46:15 PM,KY,1,1
Bikini Kill,1/16/2026 7:46:15 PM,KY,2,2
Bikstok RÃÂ¸gsystem,1/16/2026 7:46:15 PM,KY,2,2
Bilal,1/16/2026 7:46:15 PM,KY,2,2
BILA LUCIE,1/16/2026 7:46:15 PM,KY,1,1
Bill Conti,1/16/2026 7:46:15 PM,KY,4,4
Bill Cosby,1/16/2026 7:46:15 PM,KY,1,1
Bill Engvall,1/16/2026 7:46:15 PM,KY,1,1
Bill Frisell,1/16/2026 7:46:15 PM,KY,1,1
Bill & Gloria Gaither,1/16/2026 7:46:15 PM,KY,2,2
Bill Haley_ His Comets,1/16/2026 7:46:15 PM,KY,1,1
Billie Holiday & Her Orchestra,1/16/2026 7:46:15 PM,KY,1,1
Billie Piper,1/16/2026 7:46:15 PM,KY,1,1
Bill Laswell and Tetsu Inoue,1/16/2026 7:46:15 PM,KY,1,1
Bill Medley & Jennifer Warnes,1/16/2026 7:46:15 PM,KY,4,3
Bill Withers,1/16/2026 7:46:15 PM,KY,29,7
Billy Bragg,1/16/2026 7:46:15 PM,KY,6,5
Billy Bragg and Wilco,1/16/2026 7:46:15 PM,KY,2,2
Billy Curringham,1/16/2026 7:46:15 PM,KY,1,1
Billy Currington,1/16/2026 7:46:15 PM,KY,14,5
Billy Dean,1/16/2026 7:46:15 PM,KY,1,1
Billy Idol,1/16/2026 7:46:15 PM,KY,10,5
Billy J Kramer & The Dakotas,1/16/2026 7:46:15 PM,KY,4,3
Billy Joel,1/16/2026 7:46:15 PM,KY,2,2
Billy Joe Shaver,1/16/2026 7:46:15 PM,KY,1,1
Billy Preston,1/16/2026 7:46:15 PM,KY,1,1
Billy Preston / Syreeta,1/16/2026 7:46:15 PM,KY,3,2
Billy Squier,1/16/2026 7:46:15 PM,KY,3,3
Billy Stewart,1/16/2026 7:46:15 PM,KY,1,1
Billy Swan,1/16/2026 7:46:15 PM,KY,1,1
Billy Talent,1/16/2026 7:46:15 PM,KY,15,5
Binary Star,1/16/2026 7:46:15 PM,KY,9,4
Binocular,1/16/2026 7:46:15 PM,KY,1,1
Biohazard,1/16/2026 7:46:15 PM,KY,2,2
BirÃÂ©li LagrÃÂ¨ne,1/16/2026 7:46:15 PM,KY,1,1
Birdman & Lil Wayne,1/16/2026 7:46:15 PM,KY,1,1
Birdman / Lil Wayne / Drake,1/16/2026 7:46:15 PM,KY,3,2
Birdy Nam Nam,1/16/2026 7:46:15 PM,KY,3,2
Bis,1/16/2026 7:46:15 PM,KY,1,1
Bishop Allen,1/16/2026 7:46:15 PM,KY,1,1
Bitch Alert,1/16/2026 7:46:15 PM,KY,2,2
Bitter:Sweet,1/16/2026 7:46:15 PM,KY,2,2
Bitty McLean,1/16/2026 7:46:15 PM,KY,3,3
Bizarre Inc,1/16/2026 7:46:15 PM,KY,1,1
Björk,1/16/2026 7:46:15 PM,KY,141,9
BjÃÂ¶rn Skifs,1/16/2026 7:46:15 PM,KY,3,3
Bjork,1/16/2026 7:46:15 PM,KY,2,2
Bjornemyr,1/16/2026 7:46:15 PM,KY,1,1
BK-One,1/16/2026 7:46:15 PM,KY,1,1
BlÃÂ¸f,1/16/2026 7:46:15 PM,KY,4,3
Blackalicious,1/16/2026 7:46:15 PM,KY,5,4
Blackalicious / Rakaa / Babu,1/16/2026 7:46:15 PM,KY,1,1
Black Alien,1/16/2026 7:46:15 PM,KY,2,2
Black Box,1/16/2026 7:46:15 PM,KY,1,1
Black Box Recorder,1/16/2026 7:46:15 PM,KY,2,2
Black Dice,1/16/2026 7:46:15 PM,KY,2,2
Black Eyed Peas,1/16/2026 7:46:15 PM,KY,64,10
Black Eyed Peas / Chali 2na,1/16/2026 7:46:15 PM,KY,1,1
Black Eyed Peas / Justin Timberlake,1/16/2026 7:46:15 PM,KY,1,1
Blackfield,1/16/2026 7:46:15 PM,KY,4,2
Black Flag,1/16/2026 7:46:15 PM,KY,2,2
Blackfoot,1/16/2026 7:46:15 PM,KY,1,1
Black Label Society,1/16/2026 7:46:15 PM,KY,11,5
Black Lips,1/16/2026 7:46:15 PM,KY,2,2
Blackmail,1/16/2026 7:46:15 PM,KY,1,1
Black Market Baby,1/16/2026 7:46:15 PM,KY,1,1
Blackmore's Night,1/16/2026 7:46:15 PM,KY,6,5
Black Moth Super Rainbow,1/16/2026 7:46:15 PM,KY,6,3
Black Mountain,1/16/2026 7:46:15 PM,KY,2,1
Black Oak Arkansas,1/16/2026 7:46:15 PM,KY,3,3
Black Rebel Motorcycle Club,1/16/2026 7:46:15 PM,KY,2,2
Black Sabbath,1/16/2026 7:46:15 PM,KY,4,2
Blacks ft. P Money,1/16/2026 7:46:15 PM,KY,1,1
Black Stone Cherry,1/16/2026 7:46:15 PM,KY,1,1
Blackstreet,1/16/2026 7:46:15 PM,KY,6,4
Blackstreet / Dr. Dre,1/16/2026 7:46:15 PM,KY,2,2
Black Tambourine,1/16/2026 7:46:15 PM,KY,1,1
Black Tide,1/16/2026 7:46:15 PM,KY,2,2
Black Uhuru,1/16/2026 7:46:15 PM,KY,2,2
Black Widow,1/16/2026 7:46:15 PM,KY,1,1
Blahzay Blahzay,1/16/2026 7:46:15 PM,KY,1,1
Blaine Larsen;Merle Haggard,1/16/2026 7:46:15 PM,KY,1,1
Blake Shelton,1/16/2026 7:46:15 PM,KY,3,3
Blank & Jones,1/16/2026 7:46:15 PM,KY,2,2
Blaque feat. 50 Cent,1/16/2026 7:46:15 PM,KY,1,1
Blast Furnace & Lynx,1/16/2026 7:46:15 PM,KY,1,1
Blessid Union Of Souls,1/16/2026 7:46:15 PM,KY,1,1
blessthefall,1/16/2026 7:46:15 PM,KY,2,2
Blind Guardian,1/16/2026 7:46:15 PM,KY,4,3
Blind Melon,1/16/2026 7:46:15 PM,KY,13,6
Blind Pilot,1/16/2026 7:46:15 PM,KY,3,3
Blink-182,1/16/2026 7:46:15 PM,KY,46,8
Blitzen Trapper,1/16/2026 7:46:15 PM,KY,6,4
BLM,1/16/2026 7:46:15 PM,KY,1,1
Blockhead,1/16/2026 7:46:15 PM,KY,9,6
Bloc Party,1/16/2026 7:46:15 PM,KY,16,6
Blonde Redhead,1/16/2026 7:46:15 PM,KY,3,3
Blondie,1/16/2026 7:46:15 PM,KY,8,7
Bloodbath,1/16/2026 7:46:15 PM,KY,1,1
Bloodbound,1/16/2026 7:46:15 PM,KY,1,1
Blood Brothers,1/16/2026 7:46:15 PM,KY,1,1
Bloodhound Gang,1/16/2026 7:46:15 PM,KY,19,7
Blood Red Shoes,1/16/2026 7:46:15 PM,KY,1,1
Blood Stain Child,1/16/2026 7:46:15 PM,KY,1,1
Blood_ Sweat & Tears,1/16/2026 7:46:15 PM,KY,3,2
Bloody Panda,1/16/2026 7:46:15 PM,KY,1,1
Bloomfield,1/16/2026 7:46:15 PM,KY,1,1
Blossom Dearie,1/16/2026 7:46:15 PM,KY,2,1
Blueboy,1/16/2026 7:46:15 PM,KY,2,2
Blue Cheer,1/16/2026 7:46:15 PM,KY,1,1
Blue Foundation,1/16/2026 7:46:15 PM,KY,4,3
Blue Highway,1/16/2026 7:46:15 PM,KY,2,2
Blue Man Group,1/16/2026 7:46:15 PM,KY,5,2
Blue October,1/16/2026 7:46:15 PM,KY,9,4
Blue Oyster Cult,1/16/2026 7:46:15 PM,KY,2,2
Blue Rodeo,1/16/2026 7:46:15 PM,KY,1,1
Blue Six,1/16/2026 7:46:15 PM,KY,3,2
Blue States,1/16/2026 7:46:15 PM,KY,3,3
Blues Traveler,1/16/2026 7:46:15 PM,KY,2,1
Blue Swede,1/16/2026 7:46:15 PM,KY,1,1
Blur,1/16/2026 7:46:15 PM,KY,11,6
Blutengel,1/16/2026 7:46:15 PM,KY,1,1
Bluvertigo,1/16/2026 7:46:15 PM,KY,1,1
Boards of Canada,1/16/2026 7:46:15 PM,KY,5,4
B.o.B,1/16/2026 7:46:15 PM,KY,24,5
B.O.B.,1/16/2026 7:46:15 PM,KY,3,2
Bob Baldwin_ Dean James_ Chieli Minucci,1/16/2026 7:46:15 PM,KY,1,1
Bobbie Gentry,1/16/2026 7:46:15 PM,KY,5,2
Bobbi Humphrey,1/16/2026 7:46:15 PM,KY,1,1
Bobby,1/16/2026 7:46:15 PM,KY,1,1
Bobby Blue Bland,1/16/2026 7:46:15 PM,KY,1,1
Charlie Drake,1/16/2026 7:46:15 PM,KY,1,1
"Bobby ""Boris"" Pickett",1/16/2026 7:46:15 PM,KY,2,2
Bobby Brown,1/16/2026 7:46:15 PM,KY,4,3
Bobby Collins,1/16/2026 7:46:15 PM,KY,1,1
Bobby Darin,1/16/2026 7:46:15 PM,KY,4,4
Bobby Helms,1/16/2026 7:46:15 PM,KY,3,2
Bobby Lee,1/16/2026 7:46:15 PM,KY,1,1
Bobby McFerrin,1/16/2026 7:46:15 PM,KY,3,3
Bobby Rush,1/16/2026 7:46:15 PM,KY,1,1
Bobby Sherman,1/16/2026 7:46:15 PM,KY,1,1
Bobby Valentino,1/16/2026 7:46:15 PM,KY,2,2
Bobby Valentino / Timbaland,1/16/2026 7:46:15 PM,KY,1,1
Bobby Vinton,1/16/2026 7:46:15 PM,KY,1,1
Bobby Womack,1/16/2026 7:46:15 PM,KY,2,2
Bobby Womack;The Brotherhood,1/16/2026 7:46:15 PM,KY,1,1
Bob Crosby and the Bobcats,1/16/2026 7:46:15 PM,KY,2,1
Bob Dylan,1/16/2026 7:46:15 PM,KY,3,3
Bob Evans,1/16/2026 7:46:15 PM,KY,1,1
Bob James,1/16/2026 7:46:15 PM,KY,3,2
Bob James and David Sanborn,1/16/2026 7:46:15 PM,KY,1,1
Bob Marley,1/16/2026 7:46:15 PM,KY,4,4
Bob Marley & The Wailers,1/16/2026 7:46:15 PM,KY,4,4
Bob Newhart,1/16/2026 7:46:15 PM,KY,3,2
Bob Sinclar,1/16/2026 7:46:15 PM,KY,1,1
Bob Welch,1/16/2026 7:46:15 PM,KY,3,3
Bo Carter,1/16/2026 7:46:15 PM,KY,1,1
BoDeans,1/16/2026 7:46:15 PM,KY,1,1
Bo Diddley,1/16/2026 7:46:15 PM,KY,1,1
Bodo Wartke,1/16/2026 7:46:15 PM,KY,3,2
Bodyjar,1/16/2026 7:46:15 PM,KY,1,1
Bodyrockers,1/16/2026 7:46:15 PM,KY,1,1
Bodyrox,1/16/2026 7:46:15 PM,KY,1,1
Bo Hansson,1/16/2026 7:46:15 PM,KY,1,1
Bohren & Der Club Of Gore,1/16/2026 7:46:15 PM,KY,8,5
Bo Kaspers Orkester,1/16/2026 7:46:15 PM,KY,1,1
Bola,1/16/2026 7:46:15 PM,KY,1,1
Bolland_ C.J.,1/16/2026 7:46:15 PM,KY,1,1
Bolt Thrower,1/16/2026 7:46:15 PM,KY,1,1
Bomb 20,1/16/2026 7:46:15 PM,KY,1,1
Bombay Bicycle Club,1/16/2026 7:46:15 PM,KY,3,3
Bombay Rockers,1/16/2026 7:46:15 PM,KY,1,1
BOMB THE MUSIC INDUSTRY,1/16/2026 7:46:15 PM,KY,1,1
Bomfunk MC's,1/16/2026 7:46:15 PM,KY,2,2
Bond,1/16/2026 7:46:15 PM,KY,6,4
Bone Thugs-N-Harmony,1/16/2026 7:46:15 PM,KY,3,2
Bone Thugs-N-Harmony / Akon,1/16/2026 7:46:15 PM,KY,2,2
Boney James And Rick Braun,1/16/2026 7:46:15 PM,KY,2,2
